#;R_mean;G_mean;B_mean;H°_mean;S%_mean;V%_mean;L_mean;C_mean
857;145,8;161,8;158,9;131,8;37,1;73,8;65,6;28,3
858;110;123,2;133,4;166,5;27,8;54,1;50;12,2
859;119;117,7;105,3;117,6;24,6;50;48,5;12,9
860;98,8;103,5;111,3;204,4;14,8;44,1;42,4;6
861;131;124,9;122,3;131,8;15;53,2;51,3;6,8
862;120,9;111,9;103;94,1;26,7;50,7;46,7;13,2
863;113;103,5;99,5;129,8;26,1;48;43,5;12,9
864;107,5;118,5;89,5;103,3;36,5;49,2;47,7;21,7
865;106,1;104,1;97,1;111,6;24,1;42,9;42,5;7,7
866;90,9;87,8;106,3;200,4;33;46,5;37,9;18,5
867;115,7;116,3;108,3;111,9;18,2;48;47,5;8,3
868;152,6;145,9;132,4;96,3;21,2;61,7;59,5;11,3
869;121,8;108,9;100,4;75,7;22,5;48,8;46,1;10,8
870;122,2;114,7;118,1;172,2;13;50,1;47,8;6,9
871;120,1;114,2;112,2;97,8;20,6;48,9;47,2;7
872;122;112,8;109;113,4;20;50,2;47,3;9,6
873;119,4;115,8;113,7;118,3;21,7;48,4;46,7;6,1
874;101,5;94,4;96,3;107,4;27,6;45,6;40,3;14,4
875;68,2;58,7;47,1;44,1;53,2;27;24;9,3
876;111,9;101,2;88,2;58,3;27,8;44,5;42,2;10,8
877;89,4;105;123,2;202,2;37,2;48,5;42;12,5
878;136,2;150,2;160,7;184,2;22,3;64,4;60,5;10,8
879;150,4;142,9;135,5;124,5;15,9;60,2;58,4;9,2
880;147,8;140,8;129;69,2;16,5;58,5;57,8;8,7
881;162,8;149,6;143,1;98;16,4;64,3;61,7;9
882;127,6;120,6;114,1;104,8;17,9;52,1;50,1;9,3
883;87,6;85,2;76,3;70;17,1;35;35,5;6,6
884;115;106,1;104,4;121,1;15,2;45,9;44,7;6,1
885;0;0;0;0;0;0;0;0
886;98,4;114,3;134,4;214,8;30;52,8;46,6;13,3
887;125,2;132,3;137;140,7;18,6;56,2;53,6;8,6
888;104,6;110,7;122,4;140,3;24,9;51,6;46,1;13,7
889;158,7;145,3;143,5;130,9;13,5;62,7;61;8,2
890;116;105,9;94,3;64,1;26,2;46,8;44,5;11,3
891;149,7;127,5;112,3;36;26,5;58,8;54,3;13,9
892;105,7;102,8;121,5;208,2;29;53;43,6;18,6
893;88,6;87,9;77,2;73,4;30,7;36,7;35,7;9,1
894;88,8;91;74,2;84,7;36,6;37,2;36,6;11,8
895;126,3;131,7;131,8;138,2;15,6;55,2;54;8,5
896;77,1;80;74,2;113,6;25,5;33,1;32,4;7
897;138,5;133,8;124,5;65,6;16,3;54,9;54,7;7
898;43,3;40,4;37,4;119,4;30,8;18;16,1;5,5
899;93,1;90,5;88,3;106,5;14,8;38,2;38,1;5,5
900;131,1;121,8;113,8;89,3;20;52,1;50,2;8,3
901;60,2;68,2;74,8;188,2;31,6;29,7;27,1;6,6
902;103,5;103,4;110;114,9;30,7;49,6;43,1;14,7
903;100,2;97,9;90,1;100,9;21,7;40,7;40,2;8,1
904;121;121,5;118,7;146,1;15,5;50,4;50,4;7,2
905;90,5;87,7;65,6;87,1;31,8;37;36,5;15,8
906;126,3;133,5;124,6;104,1;19,1;53,8;53,6;9,2
907;72,8;57,1;45,4;54,9;38,1;28,7;24,9;12,9
908;117,9;120,4;122,8;167,5;10,8;49,9;50,2;5,1
909;96,9;104,2;133,2;204,9;33,7;53,8;43,9;21,5
910;122,4;99,9;91,5;123,3;29,9;48,6;42,9;15,2
911;95,2;99,7;98,2;147,5;12,3;40,4;41,3;5
912;116,7;99,7;65,2;52,8;49,7;46,3;42;22,4
913;149,3;154,7;164,9;188,2;17,4;67,2;63,2;10,5
914;89,3;82,6;67,5;126,8;23,8;36;33,8;11,5
915;0;0;0;0;0;0;0;0
916;159,6;142,8;129,5;52,3;20;62,6;59,2;11,8
917;141,1;133,1;116;80,6;24,8;57,2;55;13,9
918;98;90,4;84,2;97;20,4;39,3;37,4;7,4
919;114,8;102,6;91,1;88,1;22,4;45,5;43;10,6
920;100,8;104,3;107;157,4;24,3;45,3;42,9;9,7
921;105,3;85,1;73,3;67,1;35,8;41,6;36,3;13,5
922;118,7;122,5;110,9;125,4;36,4;55,2;50,6;20
923;87,8;77;69,4;90,2;35,9;34,7;32,4;8,4
924;98,4;96,2;94,9;142,8;20,6;40,5;39,2;6,1
925;117,5;113,2;108,8;88,1;20,1;47,5;46,5;6,5
926;142,2;126,8;117;97;31,2;59,2;53,8;16,4
927;155,8;168,5;182,2;213,6;15,1;71,5;68;9,1
928;101,4;90,4;86,2;116,5;24,9;42,7;38,6;12,2
929;106,1;91,5;88,4;104;30,9;43,4;39,1;11,5
930;106,2;99,3;95,2;104,9;29,7;45,6;41,7;12,9
931;112,6;91,9;63,5;37,9;52,3;44,2;39,2;20,2
932;88,4;68,4;46;32,4;59,4;34,7;29,4;17,1
933;87,5;73;59,3;75,3;45,2;34,4;30,8;12,9
934;135,1;74,3;11,7;27,8;88,2;53;37;46,8
935;81,6;48,8;8;34;80,5;32;22,7;27,4
936;156,9;90,9;29,1;27,3;83,4;61,5;44,1;48,1
937;116;85,5;70,1;37,2;49,9;45,5;37,6;17,2
938;116,1;66,3;17;36,6;85;46,1;32,6;38,9
939;94,1;59,1;18,5;30,9;86,2;36,9;27,1;30,5
940;63,1;33,4;14,7;33,1;76,4;24,8;16;19,8
941;81,5;43,9;13;30,8;84,4;32;21,7;27,6
942;124,1;79,8;37,2;38;70,3;48,7;36,4;33,8
943;101,3;97,4;92,4;90,5;20,4;41,5;40,5;7,2
944;135,8;77,3;29,2;25,5;82,4;53,3;38,3;42,2
945;74,6;55,1;37,3;48,3;54,4;29,4;23,8;15,8
946;145,2;107,4;70;29,9;59,6;57;47,3;28,5
947;53,5;21,9;4,1;21,2;93,8;21;12,1;19,1
948;82,7;61,2;38,3;36,6;61,9;32,8;26,4;18,8
949;114,8;95;38,1;69,7;71,4;47,9;40,5;36,2
950;111,2;59,8;18,3;23,6;84,8;43,6;29,8;36,8
951;153,3;83,3;8,2;30,4;95,4;60,1;42,5;55,6
952;116,4;73;33,7;27,4;71,7;45,6;34,5;33,6
953;105,5;31,1;4;21;96,5;41,4;23,4;44,1
954;91,8;58,3;17,5;30;89;36;26,5;29,3
955;92;58,3;34,1;30,7;70,1;36,2;26,7;24
956;95,3;88,5;42,6;64,6;64,2;38,3;35,6;26,2
957;138,5;82,8;36,9;26,2;79,7;54,3;39,5;39,2
958;128,4;76,2;38,2;24,2;74,6;50,4;36,6;36,9
959;107,9;87,7;36,1;41,8;74,8;42,3;36,9;30,6
960;67,8;34,6;8,1;22,8;94,1;26,6;17;23,9
961;125,5;87,2;72,6;29,8;51,3;49,2;39,4;20,1
962;188,9;95,4;14,7;26;93,7;74,1;50,5;65,4
963;59,8;42,4;32;37,8;56,5;23,9;18,3;12,5
964;103,4;80,2;51,2;43,3;59,6;41,7;34,8;22,9
965;144,5;91;10,2;37,4;86,2;56,7;42,3;50
966;124,8;114,8;98,4;51,5;27;49,7;47,6;12,3
967;59,2;40,1;19,3;50;63,5;23,4;17,8;17,3
968;117,6;72,9;42,5;63,4;75,9;46,2;34,2;29,8
969;160;155,2;144,9;86,4;21,9;65,9;62,9;11,6
970;42,4;28,6;16;74,7;64,3;16,7;11,7;10,8
971;66,3;54,5;43,1;57,7;39,5;26,6;22,7;10,8
972;195,6;100,4;31,1;24,8;84,5;76,7;52,9;62,8
973;160,8;77,9;5;24,6;96,8;63,1;42,1;59,4
974;124,5;124,8;93,2;121,8;40;54,6;51,2;23,6
975;120,5;127;132,8;174,1;17,4;54,2;52,4;7,9
976;73;49,2;13,6;34,6;76;28,6;21,6;24,2
977;104,5;63,1;25,5;31,1;78,9;41;29,7;30,5
978;136,2;107,3;70,1;36,3;49,9;53,4;47,1;27,7
979;23,9;18,8;12,5;132;79,5;10;7,8;5,5
980;140,7;68;28,7;39;73,7;55,2;37;44,5
981;95,5;37,5;14,7;23,5;74,8;37,5;23;34,4
982;91,7;58;30,8;27,3;74,8;36,2;26,7;24,9
983;156,6;132,2;93,8;45,7;54,4;61,7;54,8;25,8
984;157,6;149,5;130,9;56,7;18,8;62,2;61,8;12
985;129,8;65,7;26,9;29,8;80,3;50,9;34,5;40,5
986;37,5;9,5;5,6;57,5;84,3;14,7;6,2;14,4
987;32,4;63,7;75,7;173,9;76,3;34,1;25,4;19,2
988;83,9;54;18,5;30,9;87,5;32,9;24,1;25,5
989;126,2;83,1;24,9;38,2;67,2;49,5;37,7;38,7
990;110,4;70,8;24,8;30,9;77;43,3;33,2;34,7
991;145,2;86,1;17,3;30,1;90,1;56,9;41,4;48,5
992;133,7;87,4;49,6;40,9;70,8;52,6;40,5;36,4
993;83,9;67,4;44,7;36,2;44,8;33;29,1;17,1
994;106,3;67,8;23;29,6;78,1;41,7;31,2;33,1
995;123,5;76,9;21,1;35,9;83,7;48,8;36,5;41,8
996;119,8;81,9;45,7;42,7;66;47;37,2;30,2
997;186,3;93,6;3,5;27;97,9;73,1;49,7;67,5
998;117,9;112,1;104,3;74,6;14,7;46,8;46,3;7,1
999;122,7;127,5;130;125,6;26,2;56,5;52,3;12,9
1000;128,4;80,3;12,6;34,6;86,5;50,4;37,8;43,2
1001;119;128,2;141;181,8;33;57;51,8;10,3
1002;115,6;97,4;75,9;48;32,7;45,6;41,9;16,2
1003;146,8;134,9;125,1;92,2;27;59,6;56;11,8
1004;94,6;96,6;93,3;130,2;29,3;41,4;39,4;10,1
1005;137,4;136,4;137,5;100,2;22,3;59,6;55,8;10,9
1006;133,4;102,4;82,9;35;41,8;52,7;45,5;20,6
1007;126,2;105,6;101,8;121,8;34;51,4;45,8;15,2
1008;105,9;89,9;72,2;38,4;32,6;41,5;38,3;13,3
1009;96,1;96,8;91;111,8;22,6;40,2;39,3;7,3
1010;133,3;128,1;120,7;103,9;17,1;54,2;53;8,2
1011;122,3;104,2;97,3;99,9;29,8;48,2;44,3;11,6
1012;137,9;134,2;122,8;88,9;19,1;56,2;55,1;10,5
1013;115,3;108,4;101;88,4;29,4;46,9;44,8;9,6
1014;120,3;119,9;116;114,7;12,6;48,9;49;5,5
1015;129,7;112;112,2;100,2;40,9;57,8;48,4;20,6
1016;137,6;172,6;124,2;103,9;41,5;69,5;66,9;33,3
1017;135,6;153,4;107,7;83,6;32,5;61;60,8;27,1
1018;83,6;96,1;39,2;74,1;65,2;40,5;38,3;35
1019;103,6;161,2;92,5;109,5;48,5;63,2;60,8;44,7
1020;79,4;96,7;84,8;142,2;36,8;41,1;39,2;16,4
1021;113,8;106,6;84,7;77,2;25,2;45,5;44,5;14,3
1022;55,7;75;62,4;157,3;39,6;30,4;29,2;14,2
1023;72,7;96,9;55,7;105,9;52,1;38,2;37,2;26,9
1024;90,7;135,6;83,6;108,5;44,4;53,2;51,8;35,1
1025;128,5;148,6;88,6;77,7;42,7;59,5;57,7;34,6
1026;53,9;100,1;60,7;126;53,5;39,3;37,4;28,5
1027;77,9;106,9;65,7;102,6;49,9;42,8;41,7;28,7
1028;112,9;124,6;114,5;149,4;19,1;50,4;49,5;10,4
1029;134,4;137,4;132,1;126,6;21,9;58,9;56,5;12,5
1030;98,4;122,5;101,1;115,1;32,1;48,7;48,4;18,2
1031;125,2;148,7;116;98,3;25,2;58,5;58,9;21,2
1032;71,7;72,7;65;72,4;18,1;29,6;29,4;5,6
1033;104,2;109;93,8;101,2;26,5;44;44,6;11,9
1034;109,1;128,4;148,1;188,8;23,9;58,4;51,9;13,4
1035;131,2;134,4;138,9;185,8;10,2;55,7;55,5;5,2
1036;118;119,8;122,6;168,5;13,3;49,8;49,1;5,3
1037;83,2;86,7;92,1;168,4;26,4;38,1;34,8;7,2
1038;115,4;125,8;138,5;213,2;18;54,3;51,7;8,3
1039;90,3;85,3;63,2;69,7;48;36,5;35;15,3
1040;138,5;139,4;139,6;114,3;18,8;58,6;57;7,5
1041;123,1;142,2;156;204;21,2;61,2;58;10,4
1042;130;125,2;130,9;185,8;18,4;54,9;51,7;8,5
1043;102,4;98,4;99,5;125,6;37,5;45,7;41;12,8
1044;81;106,9;166,5;176,3;58,7;70,6;47,3;48,1
1045;98,1;122,6;153;163,9;46,6;64,5;50,5;26,2
1046;139,8;140,7;143,5;211,8;3,6;56,3;58,1;1,9
1047;153,7;153,8;157;157,9;14,9;64,8;62,7;8
1048;106,4;109,6;94,9;101,8;31,4;44,7;44,3;12,6
1049;74,5;101,8;132,8;182,9;45,2;53,9;41,6;23,5
1050;122,4;140,3;159,7;201,3;26,8;63,7;57,4;14,5
1051;63,3;61,5;53,1;76,8;19,8;25,1;24,8;6,3
1052;125,6;130,6;134,7;197;11,7;53,4;53,2;4,9
1053;94,9;96,3;95,1;138,5;17,2;40,3;39,1;6,3
1054;98,9;98,3;103;172;29,6;44,4;40,7;10,2
1055;73,3;118,9;162,7;183,1;55,8;66;48,5;32,7
1056;144;153;160;185;17,4;64,3;61,7;8,5
1057;147,9;158,4;148,6;118;26,1;68,2;63,7;19,1
1058;130,3;133;134,2;184,5;7,8;53,6;54,8;3,6
1059;140,2;149;152,8;168,5;22,8;64,2;60,8;11,9
1060;131,2;132,5;99,4;76,5;30,9;53,7;54,1;20,5
1061;118,6;118,6;118,6;0;0;46,5;48,7;0
1062;176,3;180,5;188,2;216,2;8;73,9;72,8;4,7
1063;133,3;136,7;135,5;120,2;21;55,6;54,5;5,6
1064;101,1;117,1;138,3;209,1;28,1;54,4;48;13,7
1065;117,9;123,2;132,1;143,8;38,4;60,5;51,2;21,5
1066;131,7;142,5;157;166,4;22,5;64;57,9;13,5
1067;73,1;89,6;113,3;192,8;40;45,2;36,6;17,2
1068;114,6;124,1;119,6;119,2;34,2;53,6;50,1;14,6
1069;79;43,5;14,3;25,6;86,6;31;21,2;26,4
1070;128,3;131,7;127,7;110,2;11,7;53;53,3;6,1
1071;83,3;92,9;72,9;100,9;35,9;38,1;37,4;15,8
1072;109,3;117,2;115,5;131,8;30,7;50,1;46,7;12,6
1073;126,9;135,1;147,3;191,7;19,6;59,1;55,5;10
1074;156,6;166;167,9;175,4;10,8;66,5;66,6;5,2
1075;112,3;121,1;121;152,9;26,7;51;48,7;10,7
1076;126,3;137,6;136,6;167,3;17,3;56,7;56,1;9,4
1077;130,6;126,5;103,7;91,7;35;52,7;51,3;14,5
1078;120,8;117,4;119,3;177,8;17,9;48,8;48;4,8
1079;117,2;111,2;104,7;54,2;17,6;46;46,6;5,2
1080;161,5;161,3;159;88,8;3,1;63,9;66,1;2,2
1081;130,9;135,1;141,8;125,6;24;60,9;55,9;14,7
1082;55,9;95,1;124,6;215,2;55,5;48,9;37,9;19,7
1083;99,7;142,5;148;186,9;37,4;58,5;55,2;15,8
1084;124,8;133;143,6;194,4;18;56,5;53,9;7,6
1085;76,8;94,4;105,9;170;35,1;42,5;37,8;11,5
1086;82,4;86,3;84,4;153,8;12,7;34,4;34,3;3,4
1087;98,7;98,9;103,5;129,3;15,4;41,5;39,8;4,4
1088;109,4;105,9;99,8;95,8;19,4;44;43,4;6,5
1089;105,3;104,7;113,5;149,4;42,4;53,6;44,5;21
1090;129,6;129,8;126,7;116,4;12,5;53,2;53,4;6,4
1091;110,2;111,4;108,6;142,2;33,2;50,3;46;14,2
1092;75;122,2;163,1;196,1;57,2;65,3;48,9;29,7
1093;132,4;152,2;160,8;171,7;29,8;66,4;60,9;14,9
1094;103;94,4;83,4;74,5;19,6;41,7;39,2;9,9
1095;83;89,5;86,7;117,9;25;37,3;35,9;8,4
1096;118,4;144,8;168,5;195,1;31,6;66,9;58,4;17,8
1097;146;145;115;71,4;30,8;58,4;59,1;16,9
1098;155,8;153,8;156,8;280;2,3;61,5;63,2;1,9
1099;138,9;132,8;125,6;79;28,2;60,3;55;15,7
1100;98;106,4;90,1;109,9;24,1;42,8;42,8;13,1
1101;117;118,7;123,3;178,5;13,2;49,4;48,8;5
1102;108,8;106,1;100,8;116,9;19,3;44,5;43,8;7,6
1103;69,5;54,8;37,3;50,3;47,4;27,2;23,5;13,9
1104;116,9;129,8;145;186;27,6;58,9;52,8;13,7
1105;78,9;85,2;94,2;171,3;33,2;39,8;34,7;11
1106;107,8;112,8;116,8;107,8;14,6;47,8;46,4;7,1
1107;85,3;86,8;80,1;104,1;23,7;34,9;35,5;5,8
1108;98,7;106,4;118,3;231,2;18,5;46,5;42,7;7,8
1109;131,7;138,8;137,1;120,7;18,8;58,4;56,4;10,7
1110;106,3;113,8;110,1;126;20,9;47,7;46,7;10
1111;122,6;118,8;116,8;110,9;11,6;48,9;49,2;4,3
1112;151,3;151,3;154,7;179,2;9;62,4;61,6;4,9
1113;124,1;117,5;116,8;133,3;12,8;50,2;49,6;6
1114;78,6;78,5;115,3;126,8;79,5;64,8;38,1;55,7
1115;105,5;110,7;115,1;174,2;20,8;46,7;44,9;6,7
1116;78,3;69,8;60,8;117,9;39,4;32,7;29,8;12,8
1117;102,3;121;142,6;192,9;27,9;56,5;49,6;14,8
1118;112;113,4;106,2;128;24,5;48,5;46,6;12,3
1119;116,8;110,2;98,5;96,8;36;50,7;45,9;17,1
1120;121,1;131,9;123,1;129,7;23,5;54,7;53,5;13,3
1121;119,5;117;111,6;115,8;23,4;48,7;47,6;7,1
1122;106,3;120;122,6;133,9;30,9;52,8;48,3;14,3
1123;130,7;132,3;111,6;103,2;28,9;54,7;53,8;15,5
1124;79,8;92,5;64,6;101,3;43,3;37,8;37;20,1
1125;103,8;110;98,6;109,8;37,4;46,6;44;13,1
1126;114,2;114,1;110;126,3;26,5;47,6;46,5;8
1127;91,9;96,1;86,5;137,3;25,8;39,4;39,5;10,8
1128;82,4;100,1;113,7;153,4;33,6;46;40,3;12,8
1129;110,5;116,3;115,9;136,7;26,5;50,3;47,3;11,2
1130;110,2;108,8;107,9;129,6;9,4;44,5;45;3,7
1131;107,5;125,4;152,7;211,4;30,4;60;50,9;16,9
1132;84,3;81;76,3;66,9;14,9;33,3;33;4,1
1133;115,1;117,8;118,9;146,8;19,2;49,3;48;7,4
1134;88,2;99,7;106,5;169;20,1;42,1;39,7;6,7
1135;86,8;110,2;131,3;189,7;39,7;52,5;44,4;17,2
1136;122,3;120,1;93,7;68,4;29,2;48,8;49,6;15,9
1137;129,7;137;140,1;159,9;22,8;58,1;55,5;10
1138;137,2;135,6;123,4;111,2;25,4;57;54,6;13,2
1139;112,4;112,6;113,5;138;14,6;46,6;46,6;5,3
1140;95,7;103,2;97,9;116,4;32,4;45;42,1;15,8
1141;126,3;135,3;149,2;184,7;18,9;59,8;55,3;11,7
1142;87,1;88,8;86,4;121,8;28,3;36,3;35,1;4,3
1143;125,2;136,2;107,3;115,9;31,7;56,3;54,8;23,1
1144;168,7;154,4;140,5;41,4;17,1;66,3;63,6;10,4
1145;105,4;110,9;113,5;123,2;16,9;47,5;45,1;8,7
1146;86,9;92,3;80,6;118;41,3;39,3;36,9;13,1
1147;121;136;139,3;167,9;32,3;59,1;54,5;15,1
1148;128,9;137,8;142,8;186,7;12,2;56,5;55,8;5,7
1149;118,3;124,2;121,3;131;14,1;50,4;50,8;6,4
1150;136,8;169;191;177,4;29,6;76,1;67,7;17,5
1151;76,1;79,7;69,3;111,8;46,1;33,1;31,9;9,6
1152;133,6;134,6;133,6;120;12;56,1;55,2;6,9
1153;127,3;134,4;116,9;113,4;34,3;56,8;54,5;19,2
1154;121,3;119,4;118,5;145,9;9,7;49,2;49,5;4,4
1155;156,1;163,3;171,2;180,8;16,5;69,6;66;9,5
1156;124,2;155,6;179,4;198,9;37,5;70,6;61,2;17,6
1157;118,5;82,8;39,1;33,2;73,3;46,5;36,9;31,2
1158;96,2;96,3;97,3;114,4;29,5;44,2;39,7;13
1159;129;124,5;119,7;101,6;14,1;52;51,2;7,1
1160;88,1;98,6;109,2;164,7;25,2;44;40,5;10,3
1161;97,3;101,2;106,8;195,1;12,7;42;41,9;4,4
1162;141,5;145,5;150;181,7;7,4;59,3;59,7;4,1
1163;141,4;146,3;152,4;180,3;17,6;61,5;59,6;7,2
1164;146,4;133,2;123,6;64,4;20,8;57,9;55,3;9,5
1165;101,8;88,5;69,3;59,2;44,9;41,5;37,5;16,8
1166;139,4;141,2;148;184,8;10,8;59;57,4;6,2
1167;151,4;137,8;129,5;47,9;18,3;59,6;57,5;8,6
1168;119,3;115,6;114,2;122,5;13,4;48,4;48,2;5,2
1169;137;136;129,2;96,9;12,2;55,4;56,1;6,4
1170;93,2;113,1;107,6;161,7;30,9;47,2;45,2;15,1
1171;118,8;139,4;161,4;188;33,4;64,8;56,2;17,9
1172;126,9;148,2;154,8;123,9;40,9;70,9;60,6;30,2
1173;95,3;117,7;136,8;179,8;38,5;55,4;47,3;17,6
1174;122,2;107,3;91,2;62;35,7;49;45,4;14,6
1175;57,1;53,2;53,5;188,9;24,3;23,5;21,7;4,3
1176;132;131,1;128,3;127,4;10,4;53,2;53,5;4,8
1177;110,3;100,4;94,1;116,6;22,4;44,9;41,7;9,8
1178;97,8;101;108,8;124,8;29,6;48,8;41,8;15,2
1179;110,7;107,8;98,1;104,9;17,1;44,9;44,8;8,5
1180;106,2;84,8;70,2;34,6;35,5;41,7;36,7;14,3
1181;111,3;113,2;107,3;108,5;14,1;45,5;46,1;5,6
1182;105,1;102,5;120,4;114,8;34;55;43,7;21,1
1183;145,5;135,5;133,6;149,7;13,3;58,4;56,4;7,9
1184;109,2;107,5;105,3;87,1;11,1;43,3;44,1;2,6
1185;105,7;100,9;95,6;91,2;17;42,5;42;6,4
1186;135,7;144,8;141,1;127,7;21,3;57,7;57,4;6,9
1187;108,5;118,7;122,7;160,4;25;50,3;47,7;9
1188;103;95,2;93,9;144,1;19,7;42,2;39,9;7,6
1189;108,6;95,6;90,3;125,2;23,9;43,9;41;11,4
1190;58,1;50,9;46,5;100,7;30;23;20,6;5,1
1191;139,1;131,5;120,6;96,1;19,8;56,4;54,6;10,7
1192;92,8;50,5;25,6;24,9;66,5;36,4;25,1;27,2
1193;140,6;127,5;121,8;88,8;22,3;56,5;53;10,4
1194;108;134,8;161;193,6;34,7;63,7;54,4;18
1195;114,2;129,4;142,1;194;19,8;55,9;52,8;9,6
1196;155;136,2;122,6;77,3;25,6;61,9;57;14,4
1197;137,9;132,7;129,7;101,4;16,7;56,4;54,5;7,7
1198;141,4;119,4;108;30,7;23,8;55,5;51;12,1
1199;101,3;91,8;93,5;127,1;21,5;42,4;38,9;9,7
1200;50,6;45;42,8;136,4;23,6;20,5;18,7;6,2
1201;103,3;119,1;113,7;113,2;32,1;50,2;48,2;13,8
1202;133,6;125,1;113,2;57,6;23,8;52,8;51;9,2
1203;75,8;61,7;54,4;135,7;32,2;30,3;27;11,8
1204;101,9;81,3;101,3;296,4;30,4;44,1;36,2;17,2
1205;104;103;90,6;81,2;27,6;42,7;41,7;9,3
1206;103,5;98,5;104,9;174,8;32,2;45,3;41,2;11,8
1207;84,2;86,6;82,9;121;27,4;38,8;35,8;13,3
1208;129,3;132,1;127,3;94,4;21;55,3;53,2;9,5
1209;128,7;125,1;125;138,4;19,3;54,8;52,2;10,4
1210;121,5;129,8;129,4;144,7;22,6;55,9;52,4;13,1
1211;97,3;106,6;134,8;195,6;36,6;55,6;44,9;24
1212;171,4;155,7;127;57,2;30,6;68,8;64,3;20,3
1213;138,8;136,3;134,6;142,6;11,4;55,7;55,6;4,8
1214;167,9;145,9;112,8;56,9;36,9;65,9;61,3;21,9
1215;134,3;140,8;140,4;131;22,1;60,4;57,8;12,4
1216;115,9;111,2;89,7;82,4;23,6;46,8;46;14,2
1217;146,9;136,6;131,3;94,4;19,3;58,8;56,6;8,6
1218;116,6;107,2;107,1;158,1;16,2;46,5;44,6;6,7
1219;118,2;108,1;96,6;136,3;31,1;49,3;45,3;16
1220;105,4;113,7;84,4;109,9;42,8;48,9;45,9;24,2
1221;118,9;94,6;80,4;48,9;35,8;46,6;40,7;14,8
1222;114,6;110,1;104,9;123;23,5;47,6;45,4;9,2
1223;109;104,8;104,6;135,4;22,1;45;43,1;6,8
1224;138,4;127,6;123,3;123,1;19,1;55,8;53,8;9,2
1225;115,6;110,5;104,6;91,9;22,5;47,3;46;8,6
1226;137,4;118,8;117,4;182,9;25,4;54,8;50,6;12,4
1227;111,1;97;89,2;123,3;30,9;47,6;41,6;17
1228;142,1;111,7;100,3;74,2;38,4;58,5;50;22,8
1229;123,9;105,5;77,8;34,2;36,8;48,6;44,7;18,4
1230;125,5;128,9;121,2;99;10,2;51;52,4;5,8
1231;104,5;75,8;40,2;32,2;62,5;41;33,9;26,4
1232;116,5;70,6;29,1;38,2;72,8;45,7;33,8;34,7
1233;148,9;87,6;18,7;28,2;89,6;58,4;42,2;50,5
1234;100,4;78,3;44,7;71,5;58,3;40,4;33,9;24,9
1235;124,3;51;5,5;22;96,2;48,7;30,7;48,8
1236;109,8;55,1;27,3;29,7;75;43,1;29;34,1
1237;100;51,8;16,9;34,9;85;39,2;26,6;33,3
1238;114,8;56,2;18,6;27,7;84,7;45,1;30,1;39,5
1239;77,7;42,9;18,9;29,3;82,2;30,5;20,8;24,4
1240;68;48,6;29,1;43,3;72,6;26,7;21;14,9
1241;71,7;49,1;27,6;36,6;76,1;29,5;22;19,7
1242;47,5;33,6;24,4;53,8;56,3;19,2;14,3;10,4
1243;84,1;48,1;22,1;35,3;81,8;33,1;23,3;25,4
1244;89,7;64,9;30,3;113,1;65,4;35,3;28,1;25,2
1245;99,5;40,2;4,3;29,2;95,7;39;23,8;39
1246;135,7;76,3;32,7;24,4;77,4;53,2;37,9;40,6
1247;143,8;78,4;6,8;28,4;96;56,4;39,5;52,3
1248;109,3;99,1;39,2;61,1;73,9;43,6;40;32,2
1249;125,4;79,1;9,5;31,7;93;49,2;36,5;44,2
1250;40,9;35,6;32,3;83,9;38,8;16,7;14,1;5
1251;148,8;106,7;81,9;37;50,7;58,5;48;26,7
1252;73,7;33,9;6,2;21,8;94;28,9;18;26,5
1253;123,1;77,5;32,5;30,8;74,2;48,3;35,9;34,5
1254;127;114,5;41,2;48,9;70,8;49,8;46,6;39,4
1255;140,6;95,6;50,5;87,2;62;55,4;43;36,1
1256;94,8;61,1;22,9;33;84;37,2;27,8;28,7
1257;98,6;61,8;24,1;29,2;78;38,7;28,2;28,9
1258;129,8;79,9;54,1;20,8;60,1;50,9;38,3;29,5
1259;127,2;80,8;43,2;24,5;70,6;49,9;37,2;33,7
1260;124,5;130,1;139,8;179,3;19,7;57;53,6;9,8
1261;114,1;81;58,6;46,5;47,6;45,2;37,3;24
1262;129,6;87,2;24,6;38,5;82,2;50,9;39,6;41,6
1263;70,6;44,5;16,6;36,1;72,2;27,7;20,2;21
1264;152,1;91,3;58,6;20,1;70,5;59,6;44;36,2
1265;45,5;39,7;41,9;170,1;48,6;21,1;16,1;8,1
1266;104,5;56,5;15,2;29,9;87,4;41;28,3;35
1267;103,8;67,7;26,6;57,3;77;40,8;30,7;31,6
1268;128,7;76,5;18,3;33,2;88,8;50,5;36,5;41,7
1269;139,8;91;53,7;32,7;66,3;54,9;42,5;34,5
1270;125,3;90,7;59,1;30,4;54;49,1;40,5;26,5
1271;122,3;130,6;138,7;198,1;18,5;54,6;52,6;6,3
1272;171,1;62,9;2,8;23,8;98,5;67,1;41,9;66,4
1273;127,8;62,4;4,7;45,1;94,5;50,1;33,5;49,1
1274;117,1;107,3;91,6;107,6;39,4;48,2;44;15,3
1275;112,2;105,5;95,8;49,8;19,4;44,2;43,8;7
1276;146,8;134,9;125,1;92,2;27;59,6;56;11,8
1277;124,3;104,9;81,9;36,8;33,7;48,8;45,1;16,8
1278;119;128,2;141;181,8;33;57;51,8;10,3
1279;127,1;126,9;124,6;120,1;22,8;52,9;51,6;7,9
